[0/0] en-ewt (retroprobe)...
Path 'exp/run/retroprobe/en-ewt-rs41' does not exist. Creating...
Loaded data splits train: 28648, dev: 2419, test: 2175 with filter <UniversalDependenciesIndexFilter: 31067 indices>.
Loaded <UniversalDependenciesTreebank (all.conllu): 7664 sentences>.
Loaded <UniversalDependenciesTreebank (ar_padt-ud-dev.conllu): 909 sentences>.
Loaded <UniversalDependenciesTreebank (ar_padt-ud-test.conllu): 680 sentences>.
Loaded <UniversalDependenciesTreebank (ar_padt-ud-train.conllu): 6075 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 8993 sentences>.
Loaded <UniversalDependenciesTreebank (eu_bdt-ud-dev.conllu): 1798 sentences>.
Loaded <UniversalDependenciesTreebank (eu_bdt-ud-test.conllu): 1799 sentences>.
Loaded <UniversalDependenciesTreebank (eu_bdt-ud-train.conllu): 5396 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 4997 sentences>.
Loaded <UniversalDependenciesTreebank (zh_gsd-ud-dev.conllu): 500 sentences>.
Loaded <UniversalDependenciesTreebank (zh_gsd-ud-test.conllu): 500 sentences>.
Loaded <UniversalDependenciesTreebank (zh_gsd-ud-train.conllu): 3997 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 16621 sentences>.
Loaded <UniversalDependenciesTreebank (en_ewt-ud-dev.conllu): 2001 sentences>.
Loaded <UniversalDependenciesTreebank (en_ewt-ud-test.conllu): 2077 sentences>.
Loaded <UniversalDependenciesTreebank (en_ewt-ud-train.conllu): 12543 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 15136 sentences>.
Loaded <UniversalDependenciesTreebank (fi_tdt-ud-dev.conllu): 1364 sentences>.
Loaded <UniversalDependenciesTreebank (fi_tdt-ud-test.conllu): 1555 sentences>.
Loaded <UniversalDependenciesTreebank (fi_tdt-ud-train.conllu): 12217 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 6216 sentences>.
Loaded <UniversalDependenciesTreebank (he_htb-ud-dev.conllu): 484 sentences>.
Loaded <UniversalDependenciesTreebank (he_htb-ud-test.conllu): 491 sentences>.
Loaded <UniversalDependenciesTreebank (he_htb-ud-train.conllu): 5241 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 16647 sentences>.
Loaded <UniversalDependenciesTreebank (hi_hdtb-ud-dev.conllu): 1659 sentences>.
Loaded <UniversalDependenciesTreebank (hi_hdtb-ud-test.conllu): 1684 sentences>.
Loaded <UniversalDependenciesTreebank (hi_hdtb-ud-train.conllu): 13304 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 14167 sentences>.
Loaded <UniversalDependenciesTreebank (it_isdt-ud-dev.conllu): 564 sentences>.
Loaded <UniversalDependenciesTreebank (it_isdt-ud-test.conllu): 482 sentences>.
Loaded <UniversalDependenciesTreebank (it_isdt-ud-train.conllu): 13121 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 8100 sentences>.
Loaded <UniversalDependenciesTreebank (ja_gsd-ud-dev.conllu): 507 sentences>.
Loaded <UniversalDependenciesTreebank (ja_gsd-ud-test.conllu): 543 sentences>.
Loaded <UniversalDependenciesTreebank (ja_gsd-ud-train.conllu): 7050 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 6339 sentences>.
Loaded <UniversalDependenciesTreebank (ko_gsd-ud-dev.conllu): 950 sentences>.
Loaded <UniversalDependenciesTreebank (ko_gsd-ud-test.conllu): 989 sentences>.
Loaded <UniversalDependenciesTreebank (ko_gsd-ud-train.conllu): 4400 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 61889 sentences>.
Loaded <UniversalDependenciesTreebank (ru_syntagrus-ud-dev.conllu): 6584 sentences>.
Loaded <UniversalDependenciesTreebank (ru_syntagrus-ud-test.conllu): 6491 sentences>.
Loaded <UniversalDependenciesTreebank (ru_syntagrus-ud-train.conllu): 48814 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 6026 sentences>.
Loaded <UniversalDependenciesTreebank (sv_talbanken-ud-dev.conllu): 504 sentences>.
Loaded <UniversalDependenciesTreebank (sv_talbanken-ud-test.conllu): 1219 sentences>.
Loaded <UniversalDependenciesTreebank (sv_talbanken-ud-train.conllu): 4303 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 5635 sentences>.
Loaded <UniversalDependenciesTreebank (tr_imst-ud-dev.conllu): 988 sentences>.
Loaded <UniversalDependenciesTreebank (tr_imst-ud-test.conllu): 983 sentences>.
Loaded <UniversalDependenciesTreebank (tr_imst-ud-train.conllu): 3664 sentences>.
Loaded <UniversalDependencies: 52 treebanks, 356860 sentences> with 37 dependency relations.
Loaded training split with 28648 sentences.
Loaded dev split with 2419 sentences.
Some weights of the model checkpoint at bert-base-multilingual-cased were not used when initializing BertModel: ['cls.predictions.bias', 'cls.seq_relationship.bias', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.transform.dense.bias', 'cls.seq_relationship.weight', 'cls.predictions.decoder.weight', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.transform.dense.weight']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Constructed 'retroprobe' model:
RetroProbe:
  <BertModel: "bert-base-multilingual-cased", Layers [6, 7]>
  <RootedGraphPredictor: 768 -> 128>
  <DependencyLabelClassifier: 1536 -> 37>
Moved parser to CUDA device ('cuda').
Using RootedDependencyLoss with DependencyDistanceLoss and CrossEntropyLoss.
Optimizing using AdamW with learning rate 0.001.
Scheduler ReduceLROnPlateau reduces learning rate by 0.1 after 1 epoch without improvement.
Ignored unknown kwarg option direction
 [Train | Batch 1 | 0.11%] Acc: no-decode, Loss: 23.72 + 13.21 = 36.9327Ignored unknown kwarg option direction
[Train | Batch 129 | 14.41%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9322Ignored unknown kwarg option direction
[Train | Batch 130 | 14.52%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9324Ignored unknown kwarg option direction
[Train | Batch 131 | 14.63%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9311Ignored unknown kwarg option direction
[Train | Batch 132 | 14.74%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9311Ignored unknown kwarg option direction
[Train | Batch 133 | 14.86%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9309Ignored unknown kwarg option direction
[Train | Batch 134 | 14.97%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9304Ignored unknown kwarg option direction
[Train | Batch 135 | 15.08%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9303Ignored unknown kwarg option direction
[Train | Batch 136 | 15.19%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9309Ignored unknown kwarg option direction
[Train | Batch 137 | 15.30%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9318Ignored unknown kwarg option direction
[Train | Batch 138 | 15.41%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9314Ignored unknown kwarg option direction
[Train | Batch 139 | 15.53%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9316Ignored unknown kwarg option direction
[Train | Batch 140 | 15.64%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9320Ignored unknown kwarg option direction
[Train | Batch 141 | 15.75%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9326Ignored unknown kwarg option direction
[Train | Batch 142 | 15.86%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9324Ignored unknown kwarg option direction
[Train | Batch 143 | 15.97%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9321Ignored unknown kwarg option direction
[Train | Batch 144 | 16.08%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9322Ignored unknown kwarg option direction
[Train | Batch 145 | 16.20%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9324Ignored unknown kwarg option direction
[Train | Batch 146 | 16.31%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9321Ignored unknown kwarg option direction
[Train | Batch 147 | 16.42%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9323Ignored unknown kwarg option direction
[Train | Batch 148 | 16.53%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9323Ignored unknown kwarg option direction
[Train | Batch 149 | 16.64%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9332Ignored unknown kwarg option direction
[Train | Batch 150 | 16.76%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9332Ignored unknown kwarg option direction
[Train | Batch 151 | 16.87%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9333Ignored unknown kwarg option direction
[Train | Batch 152 | 16.98%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9337Ignored unknown kwarg option direction
[Train | Batch 153 | 17.09%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9327Ignored unknown kwarg option direction
[Train | Batch 154 | 17.20%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9323Ignored unknown kwarg option direction
[Train | Batch 155 | 17.31%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9314Ignored unknown kwarg option direction
[Train | Batch 156 | 17.43%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9320Ignored unknown kwarg option direction
[Train | Batch 157 | 17.54%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9323Ignored unknown kwarg option direction
[Train | Batch 158 | 17.65%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9321Ignored unknown kwarg option direction
[Train | Batch 159 | 17.76%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9320Ignored unknown kwarg option direction
[Train | Batch 160 | 17.87%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9329Ignored unknown kwarg option direction
[Train | Batch 161 | 17.98%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9327Ignored unknown kwarg option direction
[Train | Batch 162 | 18.10%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9327Ignored unknown kwarg option direction
[Train | Batch 163 | 18.21%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9324Ignored unknown kwarg option direction
[Train | Batch 164 | 18.32%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9324Ignored unknown kwarg option direction
[Train | Batch 165 | 18.43%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9331Ignored unknown kwarg option direction
[Train | Batch 166 | 18.54%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9329Ignored unknown kwarg option direction
[Train | Batch 167 | 18.65%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9332Ignored unknown kwarg option direction
[Train | Batch 168 | 18.77%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9327Ignored unknown kwarg option direction
[Train | Batch 169 | 18.88%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9322Ignored unknown kwarg option direction
[Train | Batch 170 | 18.99%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9312Ignored unknown kwarg option direction
[Train | Batch 171 | 19.10%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9314Ignored unknown kwarg option direction
[Train | Batch 172 | 19.21%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9308Ignored unknown kwarg option direction
[Train | Batch 173 | 19.32%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9310Ignored unknown kwarg option direction
[Train | Batch 174 | 19.44%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9303Ignored unknown kwarg option direction
[Train | Batch 175 | 19.55%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9304Ignored unknown kwarg option direction
[Train | Batch 176 | 19.66%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9298Ignored unknown kwarg option direction
[Train | Batch 177 | 19.77%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9293Ignored unknown kwarg option direction
[Train | Batch 178 | 19.88%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9295Ignored unknown kwarg option direction
[Train | Batch 179 | 19.99%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9294Ignored unknown kwarg option direction
[Train | Batch 180 | 20.11%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9290Ignored unknown kwarg option direction
[Train | Batch 181 | 20.22%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9292Ignored unknown kwarg option direction
[Train | Batch 182 | 20.33%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9295Ignored unknown kwarg option direction
[Train | Batch 183 | 20.44%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9294Ignored unknown kwarg option direction
[Train | Batch 184 | 20.55%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9294Ignored unknown kwarg option direction
[Train | Batch 185 | 20.66%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9291Ignored unknown kwarg option direction
[Train | Batch 186 | 20.78%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9293Ignored unknown kwarg option direction
[Train | Batch 187 | 20.89%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9296Ignored unknown kwarg option direction
[Train | Batch 188 | 21.00%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9294Ignored unknown kwarg option direction
[Train | Batch 189 | 21.11%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9302Ignored unknown kwarg option direction
[Train | Batch 190 | 21.22%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9304Ignored unknown kwarg option direction
[Train | Batch 191 | 21.33%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9303Ignored unknown kwarg option direction
[Train | Batch 192 | 21.45%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9309Ignored unknown kwarg option direction
[Train | Batch 193 | 21.56%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9307Ignored unknown kwarg option direction
[Train | Batch 194 | 21.67%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9305Ignored unknown kwarg option direction
[Train | Batch 195 | 21.78%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9305Ignored unknown kwarg option direction
[Train | Batch 196 | 21.89%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9314Ignored unknown kwarg option direction
[Train | Batch 197 | 22.01%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9317Ignored unknown kwarg option direction
[Train | Batch 198 | 22.12%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9319Ignored unknown kwarg option direction
[Train | Batch 199 | 22.23%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9319Ignored unknown kwarg option direction
[Train | Batch 200 | 22.34%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9319Ignored unknown kwarg option direction
[Train | Batch 201 | 22.45%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9317Ignored unknown kwarg option direction
[Train | Batch 202 | 22.56%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9316Ignored unknown kwarg option direction
[Train | Batch 203 | 22.68%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9317Ignored unknown kwarg option direction
[Train | Batch 204 | 22.79%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9316Ignored unknown kwarg option direction
[Train | Batch 205 | 22.90%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9316Ignored unknown kwarg option direction
[Train | Batch 206 | 23.01%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9312Ignored unknown kwarg option direction
[Train | Batch 207 | 23.12%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9310Ignored unknown kwarg option direction
[Train | Batch 208 | 23.23%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9315Ignored unknown kwarg option direction
[Train | Batch 209 | 23.35%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9313Ignored unknown kwarg option direction
[Train | Batch 210 | 23.46%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9313Ignored unknown kwarg option direction
[Train | Batch 211 | 23.57%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9314Ignored unknown kwarg option direction
[Train | Batch 212 | 23.68%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9314Ignored unknown kwarg option direction
[Train | Batch 213 | 23.79%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9324Ignored unknown kwarg option direction
[Train | Batch 214 | 23.90%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9320Ignored unknown kwarg option direction
[Train | Batch 215 | 24.02%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9313Ignored unknown kwarg option direction
[Train | Batch 216 | 24.13%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9317Ignored unknown kwarg option direction
[Train | Batch 217 | 24.24%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9321Ignored unknown kwarg option direction
[Train | Batch 218 | 24.35%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9327Ignored unknown kwarg option direction
[Train | Batch 219 | 24.46%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9329Ignored unknown kwarg option direction
[Train | Batch 220 | 24.57%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9329Ignored unknown kwarg option direction
[Train | Batch 221 | 24.69%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9331Ignored unknown kwarg option direction
[Train | Batch 222 | 24.80%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9330Ignored unknown kwarg option direction
[Train | Batch 223 | 24.91%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9335Ignored unknown kwarg option direction
[Train | Batch 224 | 25.02%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9341Ignored unknown kwarg option direction
[Train | Batch 225 | 25.13%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9348Ignored unknown kwarg option direction
[Train | Batch 226 | 25.24%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9348Ignored unknown kwarg option direction
[Train | Batch 227 | 25.36%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9346Ignored unknown kwarg option direction
[Train | Batch 228 | 25.47%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9349Ignored unknown kwarg option direction
[Train | Batch 229 | 25.58%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9351Ignored unknown kwarg option direction
[Train | Batch 230 | 25.69%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9347Ignored unknown kwarg option direction
[Train | Batch 231 | 25.80%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9341Ignored unknown kwarg option direction
[Train | Batch 232 | 25.91%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9348Ignored unknown kwarg option direction
[Train | Batch 233 | 26.03%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9351Ignored unknown kwarg option direction
[Train | Batch 234 | 26.14%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9354Ignored unknown kwarg option direction
[Train | Batch 235 | 26.25%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9351Ignored unknown kwarg option direction
[Train | Batch 236 | 26.36%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9357Ignored unknown kwarg option direction
[Train | Batch 237 | 26.47%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9356Ignored unknown kwarg option direction
[Train | Batch 238 | 26.58%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9358Ignored unknown kwarg option direction
[Train | Batch 239 | 26.70%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9358Ignored unknown kwarg option direction
[Train | Batch 240 | 26.81%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9354Ignored unknown kwarg option direction
[Train | Batch 241 | 26.92%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9355Ignored unknown kwarg option direction
[Train | Batch 242 | 27.03%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9355Ignored unknown kwarg option direction
[Train | Batch 243 | 27.14%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9355Ignored unknown kwarg option direction
[Train | Batch 244 | 27.25%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9354Ignored unknown kwarg option direction
[Train | Batch 245 | 27.37%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9358Ignored unknown kwarg option direction
[Train | Batch 246 | 27.48%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9365Ignored unknown kwarg option direction
[Train | Batch 247 | 27.59%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9367Ignored unknown kwarg option direction
[Train | Batch 248 | 27.70%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9365Ignored unknown kwarg option direction
[Train | Batch 249 | 27.81%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9364Ignored unknown kwarg option direction
[Train | Batch 250 | 27.93%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9365Ignored unknown kwarg option direction
[Train | Batch 251 | 28.04%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9366Ignored unknown kwarg option direction
[Train | Batch 252 | 28.15%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9375Ignored unknown kwarg option direction
[Train | Batch 253 | 28.26%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9376Ignored unknown kwarg option direction
[Train | Batch 254 | 28.37%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9378Ignored unknown kwarg option direction
[Train | Batch 255 | 28.48%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9383Ignored unknown kwarg option direction
[Train | Batch 256 | 28.60%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9390Ignored unknown kwarg option direction
[Train | Batch 257 | 28.71%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9389Ignored unknown kwarg option direction
[Train | Batch 258 | 28.82%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9391Ignored unknown kwarg option direction
[Train | Batch 259 | 28.93%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9395Ignored unknown kwarg option direction
[Train | Batch 260 | 29.04%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9395Ignored unknown kwarg option direction
[Train | Batch 261 | 29.15%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9394Ignored unknown kwarg option direction
[Train | Batch 262 | 29.27%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9397Ignored unknown kwarg option direction
[Train | Batch 263 | 29.38%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9400Ignored unknown kwarg option direction
[Train | Batch 264 | 29.49%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9399Ignored unknown kwarg option direction
[Train | Batch 265 | 29.60%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9390Ignored unknown kwarg option direction
[Train | Batch 266 | 29.71%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9388Ignored unknown kwarg option direction
[Train | Batch 267 | 29.82%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9381Ignored unknown kwarg option direction
[Train | Batch 268 | 29.94%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9384Ignored unknown kwarg option direction
[Train | Batch 269 | 30.05%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9380Ignored unknown kwarg option direction
[Train | Batch 270 | 30.16%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9380Ignored unknown kwarg option direction
[Train | Batch 271 | 30.27%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9380Ignored unknown kwarg option direction
[Train | Batch 272 | 30.38%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9375Ignored unknown kwarg option direction
[Train | Batch 273 | 30.49%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9378Ignored unknown kwarg option direction
[Train | Batch 274 | 30.61%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9379Ignored unknown kwarg option direction
[Train | Batch 275 | 30.72%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9377Ignored unknown kwarg option direction
[Train | Batch 276 | 30.83%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9374Ignored unknown kwarg option direction
[Train | Batch 277 | 30.94%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9374Ignored unknown kwarg option direction
[Train | Batch 278 | 31.05%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9369Ignored unknown kwarg option direction
[Train | Batch 279 | 31.16%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9369Ignored unknown kwarg option direction
[Train | Batch 280 | 31.28%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9371Ignored unknown kwarg option direction
[Train | Batch 281 | 31.39%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9372Ignored unknown kwarg option direction
[Train | Batch 282 | 31.50%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9371Ignored unknown kwarg option direction
[Train | Batch 283 | 31.61%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9378Ignored unknown kwarg option direction
[Train | Batch 284 | 31.72%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9380Ignored unknown kwarg option direction
[Train | Batch 285 | 31.83%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9380Ignored unknown kwarg option direction
[Train | Batch 286 | 31.95%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9381Ignored unknown kwarg option direction
[Train | Batch 287 | 32.06%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9382Ignored unknown kwarg option direction
[Train | Batch 288 | 32.17%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9381Ignored unknown kwarg option direction
[Train | Batch 289 | 32.28%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9380Ignored unknown kwarg option direction
[Train | Batch 290 | 32.39%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9378Ignored unknown kwarg option direction
[Train | Batch 291 | 32.50%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9378Ignored unknown kwarg option direction
[Train | Batch 292 | 32.62%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9382Ignored unknown kwarg option direction
[Train | Batch 293 | 32.73%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9384Ignored unknown kwarg option direction
[Train | Batch 294 | 32.84%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9383Ignored unknown kwarg option direction
[Train | Batch 295 | 32.95%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9386Ignored unknown kwarg option direction
[Train | Batch 296 | 33.06%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9389Ignored unknown kwarg option direction
[Train | Batch 297 | 33.18%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9390Ignored unknown kwarg option direction
[Train | Batch 298 | 33.29%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9390Ignored unknown kwarg option direction
[Train | Batch 299 | 33.40%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9393Ignored unknown kwarg option direction
[Train | Batch 300 | 33.51%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9389Ignored unknown kwarg option direction
[Train | Batch 301 | 33.62%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9388Ignored unknown kwarg option direction
[Train | Batch 302 | 33.73%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9386Ignored unknown kwarg option direction
[Train | Batch 303 | 33.85%] Acc: no-decode, Loss: 0.57 + 0.37 = 0.9386Ignored unknown kwarg option direction
[Train | Batch 304 | 33.96%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9385Ignored unknown kwarg option direction
[Train | Batch 305 | 34.07%] Acc: no-decode, Loss: 0.56 + 0.37 = 0.9386Ignored unknown kwarg option direction
